smiles,fitness,generation,qed
CC(C)Cc1ccc(C(C(=O)O)c2ccc(Cl)cc2)cc1,0.8646981119071399,4,0.8646981119071399
CC(C)Cc1ccc(C(C)(C)C(=O)O)cc1,0.8453340177669028,1,0.8453340177669028
CC(C)Cc1ccc(C(C)(C)C(=O)O)cc1,0.8453340177669028,3,0.8453340177669028
CC(C)Cc1ccc(C(C)(C)C(=O)O)cc1,0.8453340177669028,5,0.8453340177669028
CC(C)Cc1cccc(C(C)(C)C(=O)O)c1,0.8453340177669026,5,0.8453340177669026
CC(C)Oc1ccc(Cl)cc1C(=O)O,0.8417917664452312,5,0.8417917664452312
COC(=O)N(C)CC(C)(C)c1ccc(C(C)(C)C)cc1,0.8366352565900976,5,0.8366352565900976
CC(C)Cc1ccc(Cl)cc1C(=O)O,0.8354240748418038,1,0.8354240748418038
CC(C)Cc1ccc(Cl)cc1C(=O)O,0.8354240748418038,3,0.8354240748418038
CC(C)Cc1ccc(Cl)cc1C(=O)O,0.8354240748418038,4,0.8354240748418038
CC(C)Cc1ccc(Cl)cc1C(=O)O,0.8354240748418038,5,0.8354240748418038
CC(C)(C)c1ccc(C(C)(C)C(=O)O)cc1,0.8295222315367192,4,0.8295222315367192
CC(C)(C)c1ccc(C(C)(C)C(=O)O)cc1,0.8295222315367192,5,0.8295222315367192
CC(F)Cc1ccc(C(C)C(=O)O)cc1,0.8292289062659273,3,0.8292289062659273
CC(C)Oc1ccc(C(C)C(=O)O)cc1,0.8269807288733191,4,0.8269807288733191
CC(C)Oc1cccc(C(C)C(=O)O)c1,0.8269807288733191,5,0.8269807288733191
CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.8215995486924975,0,0.8215995486924975
CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.8215995486924975,0,0.8215995486924975
CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.8215995486924975,0,0.8215995486924975
CC(C)Cc1ccc(C(C)C(=O)O)cc1,0.8215995486924975,0,0.8215995486924975
